City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Necochea,AR,-38.5473,-58.7368,64.92,86,100,5.84,light rain
474,Tautira,PF,-17.7333,-149.15,80.74,77,18,15.41,light rain
475,Bogotol,RU,56.2078,89.5342,9.57,95,100,3.71,overcast clouds
476,Narsaq,GL,60.9167,-46.05,17.82,94,100,4.32,overcast clouds
477,Chapais,CA,49.7834,-74.8492,-11.42,91,100,12.59,light snow
478,Madang,PG,-5.2246,145.7966,83.23,83,91,8.61,overcast clouds
479,Naron,ES,43.5167,-8.1528,46.04,90,14,6.98,few clouds
480,Dhidhdhoo,MV,6.8833,73.1,80.11,75,100,14.52,overcast clouds
481,Santa Cruz De La Palma,ES,28.6835,-17.7642,59.14,77,100,10.36,overcast clouds
482,Wadi Musa,JO,30.3222,35.4793,39.13,85,76,16.13,broken clouds
483,Gimli,CA,50.6336,-96.9907,-12.98,77,41,4.61,scattered clouds
484,Urengoy,RU,65.9667,78.3667,9.19,94,100,16.84,overcast clouds
485,Kolyshley,RU,52.7005,44.5367,25.74,96,99,9.35,overcast clouds
486,Ancona,IT,43.55,13.1667,46.47,60,34,4.61,scattered clouds
487,Henties Bay,NA,-22.116,14.2845,63.18,88,100,5.61,overcast clouds
488,Katangli,RU,51.7102,143.2326,5.83,76,28,9.19,scattered clouds
489,Beringovskiy,RU,63.05,179.3167,19.4,99,60,7.56,broken clouds
490,Vardo,NO,70.3705,31.1107,33.78,80,75,25.32,light snow
491,Ust-Ilimsk,RU,58.0006,102.6619,10.35,92,100,5.86,light snow
492,Canavieiras,BR,-15.675,-38.9472,73.51,87,3,2.53,clear sky
493,Azare,NG,11.6765,10.1948,66.4,20,87,9.08,overcast clouds
494,Marsabit,KE,2.3284,37.9899,64.9,77,5,18.28,clear sky
495,Pasighat,IN,28.0667,95.3333,79.84,25,38,4.14,scattered clouds
496,Vila,PT,42.0304,-8.1588,29.28,70,47,3.96,scattered clouds
497,Muroto,JP,33.2833,134.15,53.56,58,97,11.7,overcast clouds
498,Mahibadhoo,MV,3.7833,72.9667,80.56,75,97,11.88,overcast clouds
499,Liaocheng,CN,36.4439,115.9647,40.33,12,66,18.3,broken clouds
500,Numan,NG,9.4667,12.0333,75.45,22,90,1.5,overcast clouds
501,Vao,NC,-22.6667,167.4833,79.47,77,86,13.22,overcast clouds
502,Umm Lajj,SA,25.0213,37.2685,64.85,47,22,7.96,few clouds
503,Pauini,BR,-7.7136,-66.9764,70.57,99,99,2.42,overcast clouds
504,Sola,VU,-13.8833,167.55,82.08,69,98,5.32,overcast clouds
505,Paciran,ID,-6.8767,112.3761,82.98,76,100,10.22,overcast clouds
506,Namatanai,PG,-3.6667,152.4333,83.1,72,97,9.37,moderate rain
507,Poum,NC,-20.2333,164.0167,80.08,60,86,4.41,overcast clouds
508,Turukhansk,RU,65.8167,87.9833,3.51,95,99,10.71,overcast clouds
509,Rosoman,MK,41.5161,21.9497,33.69,71,4,3.36,clear sky
510,Chernyshevskiy,RU,63.0128,112.4714,-22.2,96,72,2.98,broken clouds
511,Ayagoz,KZ,47.9714,80.4392,18.84,75,100,1.79,overcast clouds
512,Alba,PL,52.0324,23.1165,33.4,95,99,20.56,light snow
513,Dillon,US,34.4166,-79.3712,59.11,94,99,9.26,overcast clouds
514,Fortuna,US,40.5982,-124.1573,40.12,90,0,8.05,clear sky
515,Tual,ID,-5.6667,132.75,83.12,76,88,14.61,overcast clouds
516,Ban Nahin,LA,18.2418,104.2122,88.86,21,19,3.87,few clouds
517,Chingirlau,KZ,51.095,54.0814,2.05,85,51,8.59,broken clouds
518,Teya,RU,60.3778,92.6267,8.74,94,99,2.64,overcast clouds
519,Marrakesh,MA,31.6315,-8.0083,42.87,65,40,3.44,scattered clouds
520,Ipanguacu,BR,-5.4983,-36.855,76.77,73,83,9.26,broken clouds
521,Balabac,PH,7.9868,117.0645,81.95,81,43,16.89,scattered clouds
522,Palmer,US,42.1584,-72.3287,25.07,59,75,5.75,broken clouds
523,Blagodarnyy,RU,45.0978,43.4364,32.58,94,97,5.53,overcast clouds
524,Salem,IN,11.65,78.1667,79.0,47,75,11.5,haze
525,Kingston,JM,17.997,-76.7936,77.95,78,20,8.05,few clouds
526,Ordubad,AZ,38.9059,46.0234,36.3,87,84,3.06,broken clouds
527,Tigil,RU,57.8,158.6667,7.86,94,99,4.61,overcast clouds
528,Cacule,BR,-14.5033,-42.2222,65.35,92,10,1.41,clear sky
529,Bereda,ES,43.2686,-7.5406,28.15,100,28,2.8,scattered clouds
530,Luderitz,NA,-26.6481,15.1594,60.33,89,6,10.65,clear sky
531,Lazaro Cardenas,MX,17.9583,-102.2,72.46,87,2,4.18,clear sky
532,Upata,VE,8.0086,-62.3989,71.19,90,34,3.31,scattered clouds
533,Moron,AR,-34.6534,-58.6198,76.96,80,58,7.18,broken clouds
534,Atasu,KZ,48.6814,71.6433,11.23,95,90,5.53,overcast clouds
535,Awbari,LY,26.5921,12.7805,41.32,40,2,5.55,clear sky
536,Castanos,MX,26.7833,-101.4167,35.35,93,100,3.06,overcast clouds
537,Okha,RU,53.5739,142.9478,-6.45,88,21,10.65,few clouds
538,Zapresic,HR,45.8564,15.8078,32.94,75,3,2.44,clear sky
539,Erenhot,CN,43.6475,111.9767,12.56,42,0,7.14,clear sky
540,Antofagasta,CL,-23.65,-70.4,69.08,81,99,2.62,overcast clouds
541,Pavelets,RU,53.7883,39.246,22.73,96,100,8.37,overcast clouds
542,Alenquer,BR,-1.9417,-54.7383,72.07,93,91,2.66,overcast clouds
543,Panguna,PG,-6.3164,155.4848,76.23,81,97,3.18,moderate rain
544,Maiduguri,NG,11.8464,13.1603,69.17,36,89,6.62,overcast clouds
545,Storforshei,NO,66.4043,14.5233,20.98,93,100,2.3,overcast clouds
546,Ilembo,TZ,-9.25,33.3833,57.29,92,75,1.43,broken clouds
547,Portland,US,45.5234,-122.6762,37.33,72,75,5.75,broken clouds
548,Qarayeri,AZ,40.7886,46.3066,32.88,86,40,9.22,scattered clouds
549,Tema,GH,5.667,-0.0166,79.21,89,0,8.05,clear sky
550,Hovd,MN,48.0056,91.6419,4.37,78,100,3.42,overcast clouds
551,Buala,SB,-8.145,159.5921,83.35,71,93,7.63,overcast clouds
552,Mildura,AU,-34.2,142.15,82.08,35,0,10.42,clear sky
553,Okhotsk,RU,59.3833,143.3,1.6,95,100,12.5,overcast clouds
554,Pedernales,DO,18.0384,-71.744,75.42,70,8,2.55,clear sky
555,San Roque,ES,36.2107,-5.3842,45.43,87,0,2.3,clear sky
556,La Rioja,ES,42.25,-2.5,33.58,92,88,4.88,overcast clouds
557,Gwadar,PK,25.1216,62.3254,68.22,56,0,6.71,clear sky
558,La Fria,VE,8.2203,-72.2439,73.51,73,97,1.74,overcast clouds
559,Ellisras,ZA,-23.6649,27.7443,70.86,71,93,5.86,overcast clouds
560,Baykit,RU,61.67,96.37,1.06,99,99,1.28,overcast clouds
561,Bucerias,MX,20.75,-105.3333,71.98,88,0,0.0,clear sky
562,Cordoba,AR,-31.4135,-64.1811,79.75,79,0,3.44,clear sky
563,Gombong,ID,-7.6072,109.5142,87.67,65,97,4.29,overcast clouds
564,Puerto Carreno,CO,6.189,-67.4859,75.27,52,2,6.44,clear sky
565,Severobaykalsk,RU,55.65,109.3167,0.36,85,81,2.15,broken clouds
566,Coria,ES,39.9879,-6.5377,33.46,80,0,2.04,clear sky
567,Kommunar,RU,59.6206,30.39,31.55,85,99,8.05,overcast clouds
568,Doka,SD,13.5167,35.7667,74.52,30,12,9.4,few clouds
569,Buin,CL,-33.7333,-70.75,74.12,69,3,1.48,clear sky
570,Falam,MM,22.9167,93.6833,76.53,16,7,2.13,clear sky
571,Houma,US,29.5958,-90.7195,64.99,96,100,6.91,mist
572,Namibe,AO,-15.1961,12.1522,71.83,81,100,4.18,overcast clouds
573,Oranjemund,NA,-28.55,16.4333,64.71,84,76,7.65,broken clouds
574,Stamata,GR,38.1333,23.8833,40.53,80,35,5.01,scattered clouds
575,Vidosi,BA,43.7714,17.0283,28.76,80,27,4.97,scattered clouds
576,Keti Bandar,PK,24.1447,67.4497,68.29,31,5,17.83,clear sky
577,Kabanjahe,ID,3.1001,98.4908,75.54,59,79,3.06,broken clouds
578,Gushikawa,JP,26.3544,127.8686,72.63,54,100,12.66,overcast clouds
579,Boquira,BR,-12.8231,-42.7306,66.94,77,3,4.5,clear sky
580,Anchorage,US,61.2181,-149.9003,30.67,92,100,1.01,fog
581,Terekli-Mekteb,RU,44.1671,45.8698,39.33,82,100,7.11,overcast clouds
582,Hirara,JP,24.8,125.2833,75.06,60,75,11.5,broken clouds
583,Davidson,US,36.1501,-86.7833,32.5,87,100,8.99,moderate rain
584,Sumbe,AO,-11.2061,13.8437,77.2,86,93,2.95,overcast clouds
585,Lukovetskiy,RU,64.2956,41.9211,24.28,95,100,10.04,light snow
586,Zhuanghe,CN,39.7008,122.9911,29.66,30,0,20.02,clear sky
587,Senno,RU,59.5336,33.9167,29.26,94,100,8.39,light snow
588,Omsukchan,RU,62.5333,155.8,-12.77,100,92,0.81,overcast clouds
589,Semnan,IR,35.5729,53.3971,39.85,87,81,2.89,broken clouds
590,Lao Cai,VN,22.4833,103.95,77.79,37,2,3.22,clear sky
591,Oistins,BB,13.0667,-59.5333,73.49,78,20,11.5,few clouds
592,Opportunity,US,47.6499,-117.2399,26.29,85,100,0.0,overcast clouds
593,Camopi,GF,3.1655,-52.3158,69.96,99,78,2.19,broken clouds
594,Craig,US,40.5153,-107.5464,-0.78,69,0,0.0,clear sky
595,Bogorodskoye,RU,56.55,37.8833,25.16,96,100,6.67,overcast clouds
596,Storsteinnes,NO,69.2408,19.2344,25.45,97,100,1.45,overcast clouds
597,Labytnangi,RU,66.6572,66.4183,5.94,97,99,4.54,overcast clouds
598,Samarai,PG,-10.6167,150.6667,84.61,70,99,2.28,overcast clouds
599,Mykolayivka,UA,47.5414,30.7561,27.46,92,35,6.64,scattered clouds
600,Tuatapere,NZ,-46.1333,167.6833,67.77,80,98,4.5,overcast clouds
601,Lagoa,PT,39.05,-27.9833,56.89,68,98,11.39,overcast clouds
602,Bongaree,AU,-27.0797,153.1586,92.52,78,83,13.8,broken clouds
603,Huarmey,PE,-10.0681,-78.1522,71.6,79,99,5.44,overcast clouds
604,Mineros,BO,-17.1167,-63.2333,70.86,98,100,2.73,overcast clouds
605,Yulara,AU,-25.2406,130.9889,93.34,11,3,15.46,clear sky
606,Aksu,CN,41.1231,80.2644,22.21,68,100,1.21,overcast clouds
607,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.0,77,0,3.44,clear sky
608,Tsaratanana,MG,-16.7833,47.65,79.21,77,47,8.16,scattered clouds
609,Manoel Urbano,BR,-8.8389,-69.2597,71.91,99,100,2.55,overcast clouds
610,Alampur,IN,15.8833,78.15,81.54,46,100,3.62,overcast clouds
611,Xining,CN,36.6167,101.7667,26.29,25,100,2.75,overcast clouds
612,Dakar,SN,14.6937,-17.4441,65.28,78,28,17.52,scattered clouds
613,Kidal,ML,18.4411,1.4078,60.69,14,30,9.78,scattered clouds
614,College,US,64.8569,-147.8028,15.75,78,100,6.91,light snow
615,Puebloviejo,CO,10.9938,-74.2844,82.58,44,20,13.8,few clouds
616,Maragogi,BR,-9.0122,-35.2225,76.84,82,59,4.43,light rain
617,Waiouru,NZ,-39.4833,175.6667,60.57,86,100,7.36,overcast clouds
618,Siderno,IT,38.2779,16.302,40.33,56,0,7.74,clear sky
619,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,21,0,14.97,clear sky
620,General Roca,AR,-39.0333,-67.5833,65.62,67,11,4.47,few clouds
621,Gao,ML,16.6362,1.637,62.15,10,100,11.14,overcast clouds
622,Yatou,CN,37.15,122.3833,31.62,48,88,22.44,overcast clouds
623,Senneterre,CA,48.3835,-77.2328,5.68,90,97,9.04,overcast clouds
624,Kosikha,RU,53.3617,84.5822,16.18,84,100,3.44,overcast clouds
625,Marzuq,YE,14.4,46.4667,67.68,26,54,3.51,broken clouds
626,Millinocket,US,45.6573,-68.7098,-2.09,84,0,3.44,clear sky
627,Rocha,UY,-34.4833,-54.3333,67.15,96,15,4.09,few clouds
628,Nago,JP,26.5881,127.9761,73.45,62,29,11.68,scattered clouds
629,Sonqor,IR,34.7837,47.6004,25.95,97,95,4.21,overcast clouds
630,Harper,LR,4.375,-7.7169,78.35,86,65,2.21,broken clouds
631,Honiara,SB,-9.4333,159.95,83.86,73,82,6.93,broken clouds
632,Kargil,IN,34.5667,76.1,-2.36,88,82,2.35,broken clouds
633,Verkhoshizhemye,RU,58.011,49.1038,18.82,92,86,9.55,overcast clouds
634,Richards Bay,ZA,-28.783,32.0377,74.82,87,100,12.33,overcast clouds
635,Revelstoke,CA,50.9832,-118.2023,21.22,86,100,3.44,light snow
636,Gari,RU,59.4307,62.3497,19.71,93,73,9.1,broken clouds
637,Canico,PT,32.6333,-16.85,60.71,75,40,14.97,scattered clouds
638,Kangaatsiaq,GL,68.3065,-53.4641,-6.32,96,71,6.42,broken clouds
639,Kyela,TZ,-9.5833,33.85,72.39,84,70,2.33,light rain
640,Nantucket,US,41.2835,-70.0995,32.14,62,100,14.97,overcast clouds
641,Maningrida,AU,-12.0667,134.2667,87.78,67,87,13.27,overcast clouds
642,San Quintin,MX,30.4833,-115.95,55.13,63,66,1.16,broken clouds
643,Rundu,NA,-17.9333,19.7667,66.16,94,100,3.71,overcast clouds
644,Zeya,RU,53.75,127.2667,4.53,65,99,8.66,overcast clouds
645,Whyalla,AU,-33.0333,137.5833,72.12,54,23,16.4,few clouds
646,Juneau,US,58.3019,-134.4197,34.21,97,100,0.0,light snow
647,West Plains,US,36.7281,-91.8524,22.08,72,40,3.0,scattered clouds
648,Saqqez,IR,36.2499,46.2735,26.01,95,70,4.72,broken clouds
649,Burlatskoye,RU,45.0564,43.635,32.49,93,95,5.37,overcast clouds
650,Poya,NC,-21.35,165.15,82.96,64,80,6.33,broken clouds
651,Katsuura,JP,35.1333,140.3,53.62,58,48,25.19,scattered clouds
652,Hsinchu,TW,24.8036,120.9686,72.93,57,20,1.99,few clouds
653,Berdigestyakh,RU,62.0989,126.6992,-21.03,93,100,7.78,overcast clouds
654,Shancheng,CN,34.7953,116.0817,44.6,17,69,17.85,broken clouds
655,Atherton,GB,53.5237,-2.4935,45.7,82,71,5.99,broken clouds
656,Talcahuano,CL,-36.7167,-73.1167,56.88,77,0,10.36,clear sky
657,Dembi Dolo,ET,8.5333,34.8,66.02,41,48,2.66,scattered clouds
658,Ibirama,BR,-27.0569,-49.5178,72.66,96,71,1.72,broken clouds
659,Goderich,CA,43.7501,-81.7165,20.91,62,100,16.11,overcast clouds
660,Te Anau,NZ,-45.4167,167.7167,65.17,89,100,2.64,overcast clouds
661,Ludvika,SE,60.1496,15.1878,23.34,95,98,2.15,overcast clouds
662,Zaysan,KZ,47.4667,84.8667,11.68,85,99,2.01,overcast clouds
663,Khonsa,IN,27.0167,95.5667,73.04,36,72,5.01,broken clouds
664,Key Biscayne,US,25.6937,-80.1628,76.01,85,0,6.91,clear sky
665,Fort Dodge,US,42.4975,-94.168,6.8,78,0,5.75,clear sky
666,Sotuta,MX,20.6,-89.0167,69.17,92,38,3.8,scattered clouds
667,Brownwood,US,31.7093,-98.9912,27.72,84,100,6.91,snow
668,Gubin,PL,51.9496,14.7284,40.3,80,100,15.68,overcast clouds
669,Muros,ES,42.7762,-9.0603,42.84,88,10,11.88,clear sky
670,Haines Junction,CA,60.7522,-137.5108,6.96,99,95,1.81,overcast clouds
671,Athabasca,CA,54.7169,-113.2854,5.41,97,100,0.81,overcast clouds
672,Samokov,BG,42.3333,23.55,27.1,87,49,5.59,scattered clouds
673,Coruripe,BR,-10.1256,-36.1756,76.41,80,100,5.01,overcast clouds
674,Voskresenskoye,RU,56.8381,45.4317,16.83,94,93,8.1,overcast clouds
675,Sambava,MG,-14.2667,50.1667,81.52,76,17,7.49,light rain
676,Komsomolskiy,UZ,40.4272,71.7189,36.32,64,100,2.3,smoke
677,Celestun,MX,20.8667,-90.4,74.41,80,67,9.31,broken clouds
678,Champerico,GT,14.3,-91.9167,77.09,71,6,4.79,clear sky
679,Magadan,RU,59.5667,150.8,11.53,94,100,5.95,overcast clouds
680,Bardiyah,LY,31.7561,25.0865,57.02,52,67,25.37,light rain
681,Salinas,US,36.6777,-121.6555,47.71,67,0,3.44,clear sky
682,Puerto Rondon,CO,6.2805,-71.1,74.59,50,3,5.23,clear sky
683,Meulaboh,ID,4.1363,96.1285,84.02,61,91,3.56,overcast clouds
684,Manono,CD,-7.3,27.4167,68.0,97,11,1.3,few clouds
685,Herat,AF,34.5,62.0,53.11,36,100,34.0,overcast clouds
686,Bystryy Istok,RU,52.371,84.3873,17.38,89,100,1.21,overcast clouds
687,Tiarei,PF,-17.5333,-149.3333,82.42,76,11,15.1,light rain
688,Moncao,PT,42.0789,-8.4808,44.15,78,29,4.09,scattered clouds
689,Bourail,NC,-21.5667,165.4833,82.02,65,74,6.04,broken clouds
690,Pacific Grove,US,36.6177,-121.9166,46.08,75,0,3.44,clear sky
691,Helong,CN,42.5397,128.9972,22.08,72,99,13.13,overcast clouds
692,Dicabisagan,PH,17.0818,122.4157,79.43,70,89,4.88,overcast clouds
693,Moindou,NC,-21.6924,165.677,82.22,64,90,5.3,overcast clouds
694,Karratha,AU,-20.7377,116.8463,95.63,45,18,17.09,few clouds
695,Nazret,ET,8.55,39.2667,64.27,38,5,1.92,clear sky
696,Limbang,MY,4.75,115.0,86.11,75,94,4.27,overcast clouds
697,Maridi,SS,4.9158,29.4742,76.5,42,27,3.13,scattered clouds
698,Portoferraio,IT,42.8115,10.3146,50.09,58,99,7.87,overcast clouds
699,San Cristobal,VE,7.7669,-72.225,64.58,89,89,2.66,overcast clouds
700,Mercedes,AR,-34.6515,-59.4307,73.78,86,58,6.46,light rain
701,Ternate,ID,0.8,127.4,83.34,75,45,9.71,scattered clouds
702,Quechultenango,MX,17.4167,-99.2167,64.08,87,0,0.78,clear sky
703,Strelka,RU,58.0728,93.0344,11.91,93,100,3.11,overcast clouds
704,Calama,CL,-22.4667,-68.9333,55.89,71,0,6.91,clear sky
705,Razole,IN,16.4833,81.8333,85.55,40,61,7.61,broken clouds
706,Norrtalje,SE,59.758,18.705,28.02,81,82,2.8,broken clouds
707,Yauya,PE,-8.9833,-77.3,51.42,75,100,0.6,light rain
708,Amot,NO,59.5714,7.9877,25.7,88,81,6.2,broken clouds
709,Quang Ngai,VN,15.1167,108.8,77.59,74,86,4.99,overcast clouds
710,Marquette,US,46.5333,-87.6335,6.67,76,59,7.0,broken clouds
